Name	Chr	Start	Stop	Up	Down	size
chrXI: 191442-193574	chrXI	191442.0	193574.0	YKL134C	YKL132C	2132.0
chrXI: 194866-195288	chrXI	194866.0	195288.0	YKL132C	YKL130C	422.0
chrXI: 196028-196349	chrXI	196028.0	196349.0	YKL130C	YKL129C	321.0
chrXI: 200167-200884	chrXI	200167.0	200884.0	YKL129C	YKL128C	717.0
chrXI: 201771-203541	chrXI	201771.0	203541.0	YKL128C	YKL127W	1770.0
chrXI: 205253-205707	chrXI	205253.0	205707.0	YKL127W	YKL126W	454.0
chrXI: 207749-208247	chrXI	207749.0	208247.0	YKL126W	YKL125W	498.0
chrXI: 210130-210593	chrXI	210130.0	210593.0	YKL125W	YKL124W	463.0
chrXI: 212332-212495	chrXI	212332.0	212495.0	YKL124W	YKL122C	163.0
chrXI: 212998-217344	chrXI	212998.0	217344.0	YKL122C	YKL120W	4346.0
chrXI: 218318-218570	chrXI	218318.0	218570.0	YKL120W	YKL119C	252.0
chrXI: 219217-220324	chrXI	219217.0	220324.0	YKL119C	YKL117W	1107.0
chrXI: 220974-221344	chrXI	220974.0	221344.0	YKL117W	YKL116C	370.0
chrXI: 222900-223352	chrXI	222900.0	223352.0	YKL116C	YKL114C	452.0
chrXI: 224455-224727	chrXI	224455.0	224727.0	YKL114C	YKL113C	272.0
chrXI: 225875-226570	chrXI	225875.0	226570.0	YKL113C	YKL112W	695.0
chrXI: 228765-228939	chrXI	228765.0	228939.0	YKL112W	YKL110C	174.0
chrXI: 229880-232227	chrXI	229880.0	232227.0	YKL110C	YKL109W	2347.0
chrXI: 233891-234426	chrXI	233891.0	234426.0	YKL109W	YKL108W	535.0
chrXI: 235787-237536	chrXI	235787.0	237536.0	YKL108W	YKL106W	1749.0
chrXI: 238891-243220	chrXI	238891.0	243220.0	YKL106W	YKL104C	4329.0
chrXI: 245373-246138	chrXI	245373.0	246138.0	YKL104C	YKL103C	765.0
chrXI: 247682-248920	chrXI	247682.0	248920.0	YKL103C	YKL101W	1238.0
chrXI: 253476-255720	chrXI	253476.0	255720.0	YKL101W	YKL099C	2244.0
chrXI: 256472-256770	chrXI	256472.0	256770.0	YKL099C	YKL098W	298.0
chrXI: 257843-259253	chrXI	257843.0	259253.0	YKL098W	YKL096W-A	1410.0
chrXI: 259531-261132	chrXI	259531.0	261132.0	YKL096W-A	YKL096W	1601.0
chrXI: 261851-262277	chrXI	261851.0	262277.0	YKL096W	YKL095W	426.0
chrXI: 263113-263349	chrXI	263113.0	263349.0	YKL095W	YKL094W	236.0
chrXI: 264290-264789	chrXI	264290.0	264789.0	YKL094W	YKL093W	499.0
chrXI: 265808-266145	chrXI	265808.0	266145.0	YKL093W	YKL092C	337.0
chrXI: 269459-269718	chrXI	269459.0	269718.0	YKL092C	YKL091C	259.0
chrXI: 270650-271878	chrXI	270650.0	271878.0	YKL091C	YKL090W	1228.0
chrXI: 273209-273394	chrXI	273209.0	273394.0	YKL090W	YKL089W	185.0
chrXI: 275043-275283	chrXI	275043.0	275283.0	YKL089W	YKL088W	240.0
chrXI: 276998-277189	chrXI	276998.0	277189.0	YKL088W	YKL087C	191.0
chrXI: 277863-278281	chrXI	277863.0	278281.0	YKL087C	YKL086W	418.0
chrXI: 278664-279123	chrXI	278664.0	279123.0	YKL086W	YKL085W	459.0
chrXI: 280127-280509	chrXI	280127.0	280509.0	YKL085W	YKL084W	382.0
chrXI: 280859-281025	chrXI	280859.0	281025.0	YKL084W	YKL082C	166.0
chrXI: 282329-282891	chrXI	282329.0	282891.0	YKL082C	YKL081W	562.0
chrXI: 284455-285030	chrXI	284455.0	285030.0	YKL081W	YKL080W	575.0
chrXI: 286208-286603	chrXI	286208.0	286603.0	YKL080W	YKL079W	395.0
chrXI: 288573-288845	chrXI	288573.0	288845.0	YKL079W	YKL078W	272.0
chrXI: 291052-294610	chrXI	291052.0	294610.0	YKL078W	YKL074C	3558.0
chrXI: 296193-296430	chrXI	296193.0	296430.0	YKL074C	YKL073W	237.0
chrXI: 299075-299582	chrXI	299075.0	299582.0	YKL073W	YKL072W	507.0
chrXI: 307827-310199	chrXI	307827.0	310199.0	YKL069W	YKL068W	2372.0
chrXI: 313078-314812	chrXI	313078.0	314812.0	YKL068W	YKL067W	1734.0
chrXI: 315273-316437	chrXI	315273.0	316437.0	YKL067W	YKL065C	1164.0
chrXI: 317057-317764	chrXI	317057.0	317764.0	YKL065C	YKL064W	707.0
chrXI: 320673-323228	chrXI	320673.0	323228.0	YKL064W	YKL062W	2555.0
chrXI: 325120-326408	chrXI	325120.0	326408.0	YKL062W	YKL060C	1288.0
chrXI: 327487-328118	chrXI	327487.0	328118.0	YKL060C	YKL059C	631.0
chrXI: 329443-330166	chrXI	329443.0	330166.0	YKL059C	YKL058W	723.0
chrXI: 330534-330856	chrXI	330534.0	330856.0	YKL058W	YKL057C	322.0
chrXI: 333969-334412	chrXI	333969.0	334412.0	YKL057C	YKL056C	443.0
chrXI: 334915-335321	chrXI	334915.0	335321.0	YKL056C	YKL055C	406.0
chrXI: 336157-336537	chrXI	336157.0	336537.0	YKL055C	YKL054C	380.0
chrXI: 338753-339182	chrXI	338753.0	339182.0	YKL054C	YKL053C-A	429.0
chrXI: 339442-339668	chrXI	339442.0	339668.0	YKL053C-A	YKL052C	226.0
chrXI: 340546-341312	chrXI	340546.0	341312.0	YKL052C	YKL051W	766.0
chrXI: 342373-342852	chrXI	342373.0	342852.0	YKL051W	YKL050C	479.0
chrXI: 345620-346075	chrXI	345620.0	346075.0	YKL050C	YKL049C	455.0
chrXI: 346764-347214	chrXI	346764.0	347214.0	YKL049C	YKL048C	450.0
chrXI: 349136-351275	chrXI	349136.0	351275.0	YKL048C	YKL046C	2139.0
chrXI: 352624-353493	chrXI	352624.0	353493.0	YKL046C	YKL045W	869.0
chrXI: 355079-356748	chrXI	355079.0	356748.0	YKL045W	YKL043W	1669.0
chrXI: 357848-358475	chrXI	357848.0	358475.0	YKL043W	YKL042W	627.0
chrXI: 359566-360143	chrXI	359566.0	360143.0	YKL042W	YKL041W	577.0
chrXI: 360817-361058	chrXI	360817.0	361058.0	YKL041W	YKL040C	241.0
chrXI: 361828-362622	chrXI	361828.0	362622.0	YKL040C	YKL039W	794.0
chrXI: 364193-365605	chrXI	364193.0	365605.0	YKL039W	YKL038W	1412.0
chrXI: 369117-369365	chrXI	369117.0	369365.0	YKL038W	YKL037W	248.0
chrXI: 369721-369891	chrXI	369721.0	369891.0	YKL037W	YKL035W	170.0
chrXI: 371390-371829	chrXI	371390.0	371829.0	YKL035W	YKL034W	439.0
chrXI: 374105-375456	chrXI	374105.0	375456.0	YKL034W	YKL033W	1351.0
chrXI: 378572-380065	chrXI	378572.0	380065.0	YKL033W	YKL032C	1493.0
chrXI: 381858-382716	chrXI	381858.0	382716.0	YKL032C	YKL029C	858.0
chrXI: 384725-385758	chrXI	384725.0	385758.0	YKL029C	YKL028W	1033.0
chrXI: 387206-387562	chrXI	387206.0	387562.0	YKL028W	YKL027W	356.0
chrXI: 388905-389380	chrXI	388905.0	389380.0	YKL027W	YKL026C	475.0
chrXI: 389883-390240	chrXI	389883.0	390240.0	YKL026C	YKL025C	357.0
chrXI: 392279-392526	chrXI	392279.0	392526.0	YKL025C	YKL024C	247.0
chrXI: 393140-394726	chrXI	393140.0	394726.0	YKL024C	YKL022C	1586.0
chrXI: 397248-397344	chrXI	397248.0	397344.0	YKL022C	YKL021C	96.0
chrXI: 398750-398832	chrXI	398750.0	398832.0	YKL021C	YKL020C	82.0
chrXI: 402080-402568	chrXI	402080.0	402568.0	YKL020C	YKL019W	488.0
chrXI: 403518-404102	chrXI	403518.0	404102.0	YKL019W	YKL018W	584.0
chrXI: 405091-405190	chrXI	405091.0	405190.0	YKL018W	YKL017C	99.0
chrXI: 407241-407465	chrXI	407241.0	407465.0	YKL017C	YKL016C	224.0
chrXI: 407989-408544	chrXI	407989.0	408544.0	YKL016C	YKL015W	555.0
chrXI: 411483-411619	chrXI	411483.0	411619.0	YKL015W	YKL014C	136.0
chrXI: 416913-417508	chrXI	416913.0	417508.0	YKL014C	YKL013C	595.0
chrXI: 418023-418310	chrXI	418023.0	418310.0	YKL013C	YKL012W	287.0
chrXI: 420061-420155	chrXI	420061.0	420155.0	YKL012W	YKL011C	94.0
chrXI: 421216-421424	chrXI	421216.0	421424.0	YKL011C	YKL010C	208.0
chrXI: 425875-426242	chrXI	425875.0	426242.0	YKL010C	YKL009W	367.0
chrXI: 426952-427295	chrXI	426952.0	427295.0	YKL009W	YKL008C	343.0
chrXI: 428551-429302	chrXI	428551.0	429302.0	YKL008C	YKL007W	751.0
chrXI: 430108-430198	chrXI	430108.0	430198.0	YKL007W	YKL006C-A	90.0
chrXI: 430632-431906	chrXI	430632.0	431906.0	YKL006C-A	YKL006W	1274.0
chrXI: 432720-433093	chrXI	432720.0	433093.0	YKL006W	YKL005C	373.0
chrXI: 434877-435580	chrXI	434877.0	435580.0	YKL005C	YKL004W	703.0
chrXI: 436785-437097	chrXI	436785.0	437097.0	YKL004W	YKL003C	312.0
chrXI: 437492-437778	chrXI	437492.0	437778.0	YKL003C	YKL002W	286.0
chrXI: 438544-438777	chrXI	438544.0	438777.0	YKL002W	YKL001C	233.0
chrXI: 439385-440608	chrXI	439385.0	440608.0	YKL001C	YKR001C	1223.0
chrXI: 442722-443232	chrXI	442722.0	443232.0	YKR001C	YKR002W	510.0
chrXI: 444938-445381	chrXI	444938.0	445381.0	YKR002W	YKR003W	443.0
chrXI: 446727-446799	chrXI	446727.0	446799.0	YKR003W	YKR004C	72.0
chrXI: 448036-450423	chrXI	448036.0	450423.0	YKR004C	YKR006C	2387.0
chrXI: 451217-451434	chrXI	451217.0	451434.0	YKR006C	YKR007W	217.0
chrXI: 451988-452201	chrXI	451988.0	452201.0	YKR007W	YKR008W	213.0
chrXI: 454078-454352	chrXI	454078.0	454352.0	YKR008W	YKR009C	274.0
chrXI: 457054-458924	chrXI	457054.0	458924.0	YKR009C	YKR010C	1870.0
chrXI: 461239-463959	chrXI	461239.0	463959.0	YKR010C	YKR013W	2720.0
chrXI: 464948-465367	chrXI	464948.0	465367.0	YKR013W	YKR014C	419.0
chrXI: 466071-469717	chrXI	466071.0	469717.0	YKR014C	YKR016W	3646.0
chrXI: 471339-476216	chrXI	471339.0	476216.0	YKR016W	YKR019C	4877.0
chrXI: 478063-478338	chrXI	478063.0	478338.0	YKR019C	YKR020W	275.0
chrXI: 478832-479234	chrXI	478832.0	479234.0	YKR020W	YKR021W	402.0
chrXI: 481981-482171	chrXI	481981.0	482171.0	YKR021W	YKR022C	190.0
chrXI: 483139-485144	chrXI	483139.0	485144.0	YKR022C	YKR024C	2005.0
chrXI: 487372-487770	chrXI	487372.0	487770.0	YKR024C	YKR025W	398.0
chrXI: 488618-488738	chrXI	488618.0	488738.0	YKR025W	YKR026C	120.0
chrXI: 489655-491364	chrXI	489655.0	491364.0	YKR026C	YKR027W	1709.0
chrXI: 493661-494257	chrXI	493661.0	494257.0	YKR027W	YKR028W	596.0
chrXI: 497358-497578	chrXI	497358.0	497578.0	YKR028W	YKR029C	220.0
chrXI: 499833-500282	chrXI	499833.0	500282.0	YKR029C	YKR030W	449.0
chrXI: 501103-501344	chrXI	501103.0	501344.0	YKR030W	YKR031C	241.0
chrXI: 506395-506898	chrXI	506395.0	506898.0	YKR031C	YKR034W	503.0
chrXI: 507707-507939	chrXI	507707.0	507939.0	YKR034W	YKR035W-A	232.0
chrXI: 508553-508702	chrXI	508553.0	508702.0	YKR035W-A	YKR036C	149.0
chrXI: 510633-510910	chrXI	510633.0	510910.0	YKR036C	YKR037C	277.0
chrXI: 511797-511999	chrXI	511797.0	511999.0	YKR037C	YKR038C	202.0
chrXI: 513159-515063	chrXI	513159.0	515063.0	YKR038C	YKR039W	1904.0
chrXI: 516871-519527	chrXI	516871.0	519527.0	YKR039W	YKR042W	2656.0
chrXI: 520624-520897	chrXI	520624.0	520897.0	YKR042W	YKR043C	273.0
chrXI: 521712-522015	chrXI	521712.0	522015.0	YKR043C	YKR044W	303.0
chrXI: 523346-524223	chrXI	523346.0	524223.0	YKR044W	YKR046C	877.0
chrXI: 525074-525387	chrXI	525074.0	525387.0	YKR046C	YKR048C	313.0
chrXI: 526640-526830	chrXI	526640.0	526830.0	YKR048C	YKR049C	190.0
chrXI: 527231-527815	chrXI	527231.0	527815.0	YKR049C	YKR050W	584.0
chrXI: 530484-532550	chrXI	530484.0	532550.0	YKR050W	YKR052C	2066.0
chrXI: 533464-534067	chrXI	533464.0	534067.0	YKR052C	YKR053C	603.0
chrXI: 535281-535647	chrXI	535281.0	535647.0	YKR053C	YKR054C	366.0
chrXI: 547925-548216	chrXI	547925.0	548216.0	YKR054C	YKR055W	291.0
chrXI: 549091-549448	chrXI	549091.0	549448.0	YKR055W	YKR056W	357.0
chrXI: 551367-551657	chrXI	551367.0	551657.0	YKR056W	YKR057W	290.0
chrXI: 552242-552770	chrXI	552242.0	552770.0	YKR057W	YKR058W	528.0
chrXI: 554620-554987	chrXI	554620.0	554987.0	YKR058W	YKR059W	367.0
chrXI: 556174-556518	chrXI	556174.0	556518.0	YKR059W	YKR060W	344.0
chrXI: 557342-557677	chrXI	557342.0	557677.0	YKR060W	YKR061W	335.0
chrXI: 558954-559666	chrXI	558954.0	559666.0	YKR061W	YKR062W	712.0
chrXI: 560652-560789	chrXI	560652.0	560789.0	YKR062W	YKR063C	137.0
chrXI: 562297-562547	chrXI	562297.0	562547.0	YKR063C	YKR064W	250.0
chrXI: 565138-565299	chrXI	565138.0	565299.0	YKR064W	YKR065C	161.0
chrXI: 565892-566113	chrXI	565892.0	566113.0	YKR065C	YKR066C	221.0
chrXI: 567198-567918	chrXI	567198.0	567918.0	YKR066C	YKR067W	720.0
chrXI: 570149-570328	chrXI	570149.0	570328.0	YKR067W	YKR068C	179.0
chrXI: 570909-571612	chrXI	570909.0	571612.0	YKR068C	YKR069W	703.0
chrXI: 573393-574934	chrXI	573393.0	574934.0	YKR069W	YKR071C	1541.0
chrXI: 575980-576435	chrXI	575980.0	576435.0	YKR071C	YKR072C	455.0
chrXI: 578123-579209	chrXI	578123.0	579209.0	YKR072C	YKR074W	1086.0
chrXI: 579676-582283	chrXI	579676.0	582283.0	YKR074W	YKR076W	2607.0
chrXI: 583395-583653	chrXI	583395.0	583653.0	YKR076W	YKR077W	258.0
chrXI: 584744-584952	chrXI	584744.0	584952.0	YKR077W	YKR078W	208.0
chrXI: 586709-586789	chrXI	586709.0	586789.0	YKR078W	YKR079C	80.0
chrXI: 589305-590395	chrXI	589305.0	590395.0	YKR079C	YKR080W	1090.0
chrXI: 591357-591506	chrXI	591357.0	591506.0	YKR080W	YKR081C	149.0
chrXI: 592540-592825	chrXI	592540.0	592825.0	YKR081C	YKR082W	285.0
chrXI: 596298-596421	chrXI	596298.0	596421.0	YKR082W	YKR083C	123.0
chrXI: 596822-597055	chrXI	596822.0	597055.0	YKR083C	YKR084C	233.0
chrXI: 598890-599094	chrXI	598890.0	599094.0	YKR084C	YKR085C	204.0
chrXI: 599681-599857	chrXI	599681.0	599857.0	YKR085C	YKR086W	176.0
chrXI: 603072-603195	chrXI	603072.0	603195.0	YKR086W	YKR087C	123.0
chrXI: 604232-604405	chrXI	604232.0	604405.0	YKR087C	YKR088C	173.0
chrXI: 605418-605633	chrXI	605418.0	605633.0	YKR088C	YKR089C	215.0
chrXI: 608365-608946	chrXI	608365.0	608946.0	YKR089C	YKR090W	581.0
chrXI: 611066-611525	chrXI	611066.0	611525.0	YKR090W	YKR091W	459.0
chrXI: 612265-612665	chrXI	612265.0	612665.0	YKR091W	YKR092C	400.0
chrXI: 613885-615730	chrXI	613885.0	615730.0	YKR092C	YKR093W	1845.0
chrXI: 617535-617996	chrXI	617535.0	617996.0	YKR093W	YKR094C	461.0
chrXI: 618750-619805	chrXI	618750.0	619805.0	YKR094C	YKR095W	1055.0
chrXI: 625432-625864	chrXI	625432.0	625864.0	YKR095W	YKR095W-A	432.0
chrXI: 626205-626793	chrXI	626205.0	626793.0	YKR095W-A	YKR096W	588.0
chrXI: 630380-631152	chrXI	630380.0	631152.0	YKR096W	YKR097W	772.0
chrXI: 632801-633026	chrXI	632801.0	633026.0	YKR097W	YKR098C	225.0
chrXI: 635179-635851	chrXI	635179.0	635851.0	YKR098C	YKR099W	672.0
chrXI: 638286-638901	chrXI	638286.0	638901.0	YKR099W	YKR100C	615.0
chrXI: 639968-640540	chrXI	639968.0	640540.0	YKR100C	YKR101W	572.0
chrXI: 642504-646356	chrXI	642504.0	646356.0	YKR101W	YKR102W	3852.0
chrXI: 649865-653080	chrXI	649865.0	653080.0	YKR102W	YKR103W	3215.0
chrXI: 656736-656836	chrXI	656736.0	656836.0	YKR103W	YKR104W	100.0
chrXII: 13445-14648	chrXII	13445.0	14648.0	YLL064C	YLL063C	1203.0
chrXII: 16072-16639	chrXII	16072.0	16639.0	YLL063C	YLL062C	567.0
chrXII: 17613-17956	chrXII	17613.0	17956.0	YLL062C	YLL061W	343.0
chrXII: 19707-21138	chrXII	19707.0	21138.0	YLL061W	YLL060C	1431.0
chrXII: 21839-25756	chrXII	21839.0	25756.0	YLL060C	YLL057C	3917.0
chrXII: 26994-30109	chrXII	26994.0	30109.0	YLL057C	YLL055W	3115.0
chrXII: 31704-35912	chrXII	31704.0	35912.0	YLL055W	YLL052C	4208.0
chrXII: 36361-37333	chrXII	36361.0	37333.0	YLL052C	YLL051C	972.0
chrXII: 39471-39804	chrXII	39471.0	39804.0	YLL051C	YLL050C	333.0
chrXII: 40414-40666	chrXII	40414.0	40666.0	YLL050C	YLL049W	252.0
chrXII: 41205-41280	chrXII	41205.0	41280.0	YLL049W	YLL048C	75.0
chrXII: 46265-46714	chrXII	46265.0	46714.0	YLL048C	YLL046C	449.0
chrXII: 47463-47859	chrXII	47463.0	47859.0	YLL046C	YLL045C	396.0
chrXII: 48629-49938	chrXII	48629.0	49938.0	YLL045C	YLL043W	1309.0
chrXII: 51947-52087	chrXII	51947.0	52087.0	YLL043W	YLL042C	140.0
chrXII: 52590-53131	chrXII	52590.0	53131.0	YLL042C	YLL041C	541.0
chrXII: 53931-54211	chrXII	53931.0	54211.0	YLL041C	YLL040C	280.0
chrXII: 63645-64062	chrXII	63645.0	64062.0	YLL040C	YLL039C	417.0
chrXII: 65207-65775	chrXII	65207.0	65775.0	YLL039C	YLL038C	568.0
chrXII: 66518-66745	chrXII	66518.0	66745.0	YLL038C	YLL036C	227.0
chrXII: 68256-68580	chrXII	68256.0	68580.0	YLL036C	YLL035W	324.0
chrXII: 70478-70633	chrXII	70478.0	70633.0	YLL035W	YLL034C	155.0
chrXII: 73146-73409	chrXII	73146.0	73409.0	YLL034C	YLL033W	263.0
chrXII: 74101-74270	chrXII	74101.0	74270.0	YLL033W	YLL032C	169.0
chrXII: 76747-77152	chrXII	76747.0	77152.0	YLL032C	YLL031C	405.0
chrXII: 80205-81461	chrXII	80205.0	81461.0	YLL031C	YLL029W	1256.0
chrXII: 83710-84804	chrXII	83710.0	84804.0	YLL029W	YLL028W	1094.0
chrXII: 86564-87403	chrXII	86564.0	87403.0	YLL028W	YLL027W	839.0
chrXII: 88155-88623	chrXII	88155.0	88623.0	YLL027W	YLL026W	468.0
chrXII: 91349-94747	chrXII	91349.0	94747.0	YLL026W	YLL025W	3398.0
chrXII: 95121-95566	chrXII	95121.0	95566.0	YLL025W	YLL024C	445.0
chrXII: 97485-97997	chrXII	97485.0	97997.0	YLL024C	YLL023C	512.0
chrXII: 98836-100201	chrXII	98836.0	100201.0	YLL023C	YLL022C	1365.0
chrXII: 99044-100947	chrXII	99044.0	100947.0	YLL022C	YLL021W	1903.0
chrXII: 105347-105686	chrXII	105347.0	105686.0	YLL021W	YLL019C	339.0
chrXII: 107899-108676	chrXII	107899.0	108676.0	YLL019C	YLL018C-A	777.0
chrXII: 108972-109902	chrXII	108972.0	109902.0	YLL018C-A	YLL018C	930.0
chrXII: 111575-116432	chrXII	111575.0	116432.0	YLL018C	YLL015W	4857.0
chrXII: 121111-121322	chrXII	121111.0	121322.0	YLL015W	YLL014W	211.0
chrXII: 121648-122075	chrXII	121648.0	122075.0	YLL014W	YLL013C	427.0
chrXII: 124714-125534	chrXII	124714.0	125534.0	YLL013C	YLL012W	820.0
chrXII: 127255-127523	chrXII	127255.0	127523.0	YLL012W	YLL011W	268.0
chrXII: 128992-129330	chrXII	128992.0	129330.0	YLL011W	YLL010C	338.0
chrXII: 130613-131205	chrXII	130613.0	131205.0	YLL010C	YLL009C	592.0
chrXII: 131414-131729	chrXII	131414.0	131729.0	YLL009C	YLL008W	315.0
chrXII: 133987-136586	chrXII	133987.0	136586.0	YLL008W	YLL006W	2599.0
chrXII: 137866-137940	chrXII	137866.0	137940.0	YLL006W	YLL005C	74.0
chrXII: 140546-141073	chrXII	140546.0	141073.0	YLL005C	YLL004W	527.0
chrXII: 142923-143201	chrXII	142923.0	143201.0	YLL004W	YLL003W	278.0
chrXII: 146041-146291	chrXII	146041.0	146291.0	YLL003W	YLL002W	250.0
chrXII: 147601-147890	chrXII	147601.0	147890.0	YLL002W	YLL001W	289.0
chrXII: 150163-154343	chrXII	150163.0	154343.0	YLL001W	YLR002C	4180.0
chrXII: 156334-157934	chrXII	156334.0	157934.0	YLR002C	YLR004C	1600.0
chrXII: 159505-160049	chrXII	159505.0	160049.0	YLR004C	YLR005W	544.0
chrXII: 161434-161755	chrXII	161434.0	161755.0	YLR005W	YLR006C	321.0
chrXII: 163893-164392	chrXII	163893.0	164392.0	YLR006C	YLR007W	499.0
chrXII: 165402-165577	chrXII	165402.0	165577.0	YLR007W	YLR008C	175.0
chrXII: 166083-166537	chrXII	166083.0	166537.0	YLR008C	YLR009W	454.0
chrXII: 167136-167320	chrXII	167136.0	167320.0	YLR009W	YLR010C	184.0
chrXII: 167802-169103	chrXII	167802.0	169103.0	YLR010C	YLR011W	1301.0
chrXII: 169678-171339	chrXII	169678.0	171339.0	YLR011W	YLR013W	1661.0
chrXII: 171764-172268	chrXII	171764.0	172268.0	YLR013W	YLR014C	504.0
chrXII: 174982-175227	chrXII	174982.0	175227.0	YLR014C	YLR015W	245.0
chrXII: 176744-176802	chrXII	176744.0	176802.0	YLR015W	YLR016C	58.0
chrXII: 177416-177608	chrXII	177416.0	177608.0	YLR016C	YLR017W	192.0
chrXII: 178621-178707	chrXII	178621.0	178707.0	YLR017W	YLR018C	86.0
chrXII: 179606-180288	chrXII	179606.0	180288.0	YLR018C	YLR019W	682.0
chrXII: 181481-181789	chrXII	181481.0	181789.0	YLR019W	YLR020C	308.0
chrXII: 183405-183623	chrXII	183405.0	183623.0	YLR020C	YLR021W	218.0
chrXII: 184162-184174	chrXII	184162.0	184174.0	YLR021W	YLR022C	12.0
chrXII: 184926-185498	chrXII	184926.0	185498.0	YLR022C	YLR023C	572.0
chrXII: 187129-187663	chrXII	187129.0	187663.0	YLR023C	YLR024C	534.0
chrXII: 193281-194452	chrXII	193281.0	194452.0	YLR024C	YLR025W	1171.0
chrXII: 195174-195450	chrXII	195174.0	195450.0	YLR025W	YLR026C	276.0
chrXII: 196472-196829	chrXII	196472.0	196829.0	YLR026C	YLR027C	357.0
chrXII: 198085-199540	chrXII	198085.0	199540.0	YLR027C	YLR028C	1455.0
chrXII: 201315-201976	chrXII	201315.0	201976.0	YLR028C	YLR029C	661.0
chrXII: 202590-204991	chrXII	202590.0	204991.0	YLR029C	YLR032W	2401.0
chrXII: 208500-208761	chrXII	208500.0	208761.0	YLR032W	YLR033W	261.0
chrXII: 210269-210512	chrXII	210269.0	210512.0	YLR033W	YLR034C	243.0
chrXII: 211933-212369	chrXII	211933.0	212369.0	YLR034C	YLR035C	436.0
chrXII: 223059-224921	chrXII	223059.0	224921.0	YLR037C	YLR038C	1862.0
chrXII: 225172-225426	chrXII	225172.0	225426.0	YLR038C	YLR039C	254.0
chrXII: 228596-231702	chrXII	228596.0	231702.0	YLR039C	YLR043C	3106.0
chrXII: 232013-232390	chrXII	232013.0	232390.0	YLR043C	YLR044C	377.0
chrXII: 234081-235037	chrXII	234081.0	235037.0	YLR044C	YLR045C	956.0
chrXII: 237703-239347	chrXII	237703.0	239347.0	YLR045C	YLR047C	1644.0
chrXII: 241407-242232	chrXII	241407.0	242232.0	YLR047C	YLR048W	825.0
chrXII: 243349-246324	chrXII	243349.0	246324.0	YLR048W	YLR051C	2975.0
chrXII: 246977-247201	chrXII	246977.0	247201.0	YLR051C	YLR052W	224.0
chrXII: 247953-248717	chrXII	247953.0	248717.0	YLR052W	YLR054C	764.0
chrXII: 250978-251272	chrXII	250978.0	251272.0	YLR054C	YLR055C	294.0
chrXII: 253080-253861	chrXII	253080.0	253861.0	YLR055C	YLR056W	781.0
chrXII: 254958-257992	chrXII	254958.0	257992.0	YLR056W	YLR058C	3034.0
chrXII: 259401-259738	chrXII	259401.0	259738.0	YLR058C	YLR059C	337.0
chrXII: 260547-260979	chrXII	260547.0	260979.0	YLR059C	YLR060W	432.0
chrXII: 262766-263194	chrXII	262766.0	263194.0	YLR060W	YLR061W	428.0
chrXII: 263948-265456	chrXII	263948.0	265456.0	YLR061W	YLR064W	1508.0
chrXII: 266277-267169	chrXII	266277.0	267169.0	YLR064W	YLR066W	892.0
chrXII: 267723-267813	chrXII	267723.0	267813.0	YLR066W	YLR067C	90.0
chrXII: 270710-271008	chrXII	270710.0	271008.0	YLR067C	YLR068W	298.0
chrXII: 271463-271630	chrXII	271463.0	271630.0	YLR068W	YLR069C	167.0
chrXII: 273915-274141	chrXII	273915.0	274141.0	YLR069C	YLR070C	226.0
chrXII: 275211-275378	chrXII	275211.0	275378.0	YLR070C	YLR071C	167.0
chrXII: 278626-281019	chrXII	278626.0	281019.0	YLR071C	YLR073C	2393.0
chrXII: 281621-281956	chrXII	281621.0	281956.0	YLR073C	YLR074C	335.0
chrXII: 282456-282927	chrXII	282456.0	282927.0	YLR074C	YLR075W	471.0
chrXII: 283592-283872	chrXII	283592.0	283872.0	YLR075W	YLR077W	280.0
chrXII: 285623-285736	chrXII	285623.0	285736.0	YLR077W	YLR078C	113.0
chrXII: 286559-286820	chrXII	286559.0	286820.0	YLR078C	YLR079W	261.0
chrXII: 287674-287916	chrXII	287674.0	287916.0	YLR079W	YLR080W	242.0
chrXII: 289250-290212	chrXII	289250.0	290212.0	YLR080W	YLR081W	962.0
chrXII: 291936-292394	chrXII	291936.0	292394.0	YLR081W	YLR082C	458.0
chrXII: 293572-294091	chrXII	293572.0	294091.0	YLR082C	YLR083C	519.0
chrXII: 296094-296589	chrXII	296094.0	296589.0	YLR083C	YLR084C	495.0
chrXII: 300251-300673	chrXII	300251.0	300673.0	YLR084C	YLR085C	422.0
chrXII: 301989-302243	chrXII	301989.0	302243.0	YLR085C	YLR086W	254.0
chrXII: 306499-306855	chrXII	306499.0	306855.0	YLR086W	YLR087C	356.0
chrXII: 315731-316107	chrXII	315731.0	316107.0	YLR087C	YLR088W	376.0
chrXII: 317951-320701	chrXII	317951.0	320701.0	YLR088W	YLR090W	2750.0
chrXII: 322080-322297	chrXII	322080.0	322297.0	YLR090W	YLR091W	217.0
chrXII: 323178-323544	chrXII	323178.0	323544.0	YLR091W	YLR092W	366.0
chrXII: 326225-326513	chrXII	326225.0	326513.0	YLR092W	YLR093C	288.0
chrXII: 327415-327730	chrXII	327415.0	327730.0	YLR093C	YLR094C	315.0
chrXII: 329238-329677	chrXII	329238.0	329677.0	YLR094C	YLR095C	439.0
chrXII: 332115-332590	chrXII	332115.0	332590.0	YLR095C	YLR096W	475.0
chrXII: 336033-336231	chrXII	336033.0	336231.0	YLR096W	YLR097C	198.0
